user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Personalizing	Should statements
R1956	5	0	64	0	0	4	0	4	1	1	4	7
R1957	14	0	183	0	3	13	0	17	4	3	0	35
R1958	44	0	284	1	4	31	0	20	6	15	9	80
R1959	44	0	195	0	2	22	0	3	2	9	8	46
R1960	0	0	3	0	0	0	0	0	0	0	0	1
R1961	39	1	170	0	0	22	1	20	5	5	1	64
R1962	26	0	121	0	0	8	0	2	2	8	11	48
R1963	0	0	13	0	0	3	0	0	0	2	0	0
R1964	0	0	24	0	0	2	0	0	0	0	0	2
R1965	0	0	0	0	0	0	0	0	0	0	0	0
R1966	119	0	507	1	4	79	3	23	16	14	12	116
R1967	21	0	153	0	0	101	0	5	2	4	7	17
R1968	12	0	154	0	1	26	0	5	2	3	8	17
R1969	2	0	20	0	0	5	0	2	0	0	1	0
R1970	38	1	348	1	5	56	0	12	9	19	15	50
R1971	48	0	189	0	2	20	0	25	3	17	2	36
R1972	0	0	0	0	0	0	0	0	0	0	0	0
R1973	126	2	467	0	10	44	1	48	9	21	6	168
R1974	16	0	64	0	0	6	0	4	0	3	2	18
R1975	7	0	158	0	2	11	0	12	0	3	7	12
R1976	3	0	27	0	0	3	0	5	0	0	5	4
R1977	6	0	25	0	0	8	0	1	1	0	0	2
R1978	3	0	61	0	0	23	0	3	1	0	0	10
R1979	12	0	164	1	1	6	0	3	3	5	46	25
R1980	5	0	55	0	0	17	0	4	1	1	2	16
R1981	103	12	464	0	4	33	1	53	15	15	6	169
R1982	63	1	195	0	1	41	0	23	6	8	5	100
R1983	37	0	183	2	5	29	0	16	6	10	27	28
R1984	253	1	1243	2	19	213	0	138	13	108	19	250
R1985	0	0	6	0	0	0	0	0	0	0	0	0
R1986	23	0	104	1	1	17	0	16	2	4	1	25
R1987	24	0	243	0	4	37	0	31	7	8	0	32
R1988	10	0	125	0	0	5	0	3	0	4	2	11
R1989	0	0	0	0	0	0	0	0	0	0	0	0
R1990	9	0	71	0	0	7	0	9	2	0	1	21
R1991	8	0	53	0	0	5	0	2	0	5	4	11
R1992	29	1	270	1	0	25	1	14	5	5	11	39
R1994	0	0	9	0	0	0	0	1	0	0	0	3
R1995	24	0	182	0	2	29	0	6	4	2	3	33
R1996	0	0	0	0	0	0	0	0	0	0	0	0
R1998	1	0	1	0	0	1	0	0	0	0	0	0
R1999	38	0	205	0	4	26	0	11	4	6	0	51
R2000	10	0	80	1	0	10	0	5	1	1	2	11
R2001	58	0	358	0	8	24	1	82	6	13	10	110
R2002	1	0	11	0	0	2	0	0	0	0	0	1
R2003	32	0	81	0	0	17	0	5	0	3	1	17
R2004	14	0	134	0	0	35	1	4	3	3	8	11
R2005	1	0	8	0	0	2	0	0	0	0	0	2
R2006	39	0	256	1	3	25	2	28	6	11	2	49
R2007	2	0	30	0	0	7	0	1	4	3	2	9
R2008	0	0	0	0	0	0	0	0	0	0	0	0
R2009	1	0	34	0	0	4	0	1	1	1	1	5
R2010	2	0	2	0	0	2	0	0	0	0	0	0
R2011	3	1	14	0	2	0	0	2	1	3	0	2
R2012	4	0	38	0	0	7	0	3	2	0	0	22
R2013	55	0	317	1	6	50	0	15	7	15	4	101
R2014	40	2	128	0	3	16	0	22	0	2	0	46
R2015	0	0	4	0	0	2	0	0	0	0	0	0
R2016	6	0	78	0	0	19	0	3	0	3	2	9
R2017	14	1	154	0	0	20	0	6	3	1	0	50
R2018	2	0	18	0	0	0	0	3	1	0	1	3
R2019	14	0	179	1	5	9	0	11	2	9	27	22
R2020	29	1	100	0	1	11	0	14	0	0	3	30
R2021	50	0	260	0	3	49	0	40	7	7	6	77
R2022	3	0	18	0	0	11	0	2	1	1	0	3
R2023	0	0	21	0	0	0	0	0	0	0	2	1
R2024	10	1	102	0	1	17	0	7	2	2	4	18
R2025	32	0	255	0	0	11	0	15	5	9	6	32
R2026	17	0	149	2	11	6	1	21	5	9	14	29
R2027	14	2	261	0	0	28	2	23	4	6	2	40
R2028	0	0	0	0	0	0	0	0	0	0	0	0
R2029	19	0	166	0	0	15	0	7	2	9	3	25
R2030	19	0	277	0	3	27	0	9	2	3	5	186
R2031	17	0	134	1	3	11	1	5	5	10	5	14
R2032	64	0	318	1	0	30	1	29	6	12	7	77
R2033	0	0	7	0	0	2	0	1	1	0	0	6
R2034	14	0	31	0	0	7	1	6	2	1	0	11
R2035	73	0	375	0	0	6	0	25	3	2	0	23
R2036	7	0	53	0	0	12	1	3	1	2	0	11
R2037	0	0	37	0	0	2	0	0	1	1	2	3
R2038	1	0	4	0	0	0	0	0	0	0	0	1
R2039	2	0	20	0	0	4	0	2	1	1	1	6
R2040	2	0	40	0	0	0	0	0	0	0	1	0
R2041	9	0	93	0	0	4	0	3	1	4	1	12
R2042	58	0	307	0	5	35	1	16	3	25	10	57
R2043	3	0	8	0	0	2	0	1	2	1	0	4
R2044	25	0	118	0	1	14	0	140	6	3	2	65
R2045	23	0	142	0	1	37	0	4	0	2	2	18
R2046	0	0	2	0	0	1	0	0	0	0	0	0
R2047	7	0	65	0	0	6	0	3	1	1	2	15
R2048	0	0	0	0	0	0	0	0	0	0	0	0
R2049	24	0	175	0	4	11	0	11	0	7	3	17
R2050	0	0	0	0	0	0	0	1	0	0	0	0
R2051	4	0	66	0	0	17	0	3	0	0	0	39
R2052	0	0	5	0	0	0	0	2	1	1	1	2
R2053	11	0	134	0	0	5	0	6	6	6	7	28
R2054	5	0	134	0	2	22	0	7	0	7	3	15
R2055	93	0	368	1	2	31	0	46	13	23	17	93
R2056	62	3	378	1	9	32	1	75	19	9	23	106
R2057	24	0	256	4	2	45	1	24	0	14	14	38
R2058	16	2	85	0	0	20	0	4	0	1	0	37
R2059	8	0	45	1	3	9	0	4	0	4	5	10
R2060	1	0	17	0	0	1	1	3	1	1	0	6
R2061	5	0	97	0	0	11	0	4	2	6	5	12
R2062	0	0	0	0	0	0	0	0	0	0	0	0
R2063	2	0	7	0	0	0	0	1	0	0	0	2
R2064	10	0	62	0	0	6	0	0	1	0	1	6
R2065	0	0	0	0	0	0	0	0	0	0	0	0
R2066	63	0	498	1	9	87	0	37	2	5	4	63
R2067	0	0	0	0	0	0	0	0	0	0	0	0
R2068	184	1	661	1	15	112	0	67	20	46	56	149
R2069	10	0	53	0	2	4	0	3	5	6	1	15
R2070	1	0	10	0	0	1	0	2	1	1	0	3
R2071	0	0	12	0	0	5	0	0	0	0	1	1
R2072	1	0	18	0	1	3	0	3	0	0	1	2
R2073	1	0	9	1	0	0	0	1	0	0	0	2
R2074	1	0	20	0	3	2	0	2	2	2	0	10
R2075	2	0	23	0	0	3	0	1	0	1	2	3
R2076	17	0	183	1	3	39	0	6	2	8	14	18
R2077	38	0	570	0	0	27	0	54	11	27	5	43
R2078	84	0	514	0	6	58	1	62	11	44	24	101
R2079	1	0	24	0	0	4	0	0	0	0	1	2
R2080	3	0	36	0	0	12	0	3	0	2	1	1
R2081	5	0	55	0	0	6	0	3	0	1	2	13
R2082	0	1	28	0	0	1	0	0	2	0	0	4
R2083	0	0	0	0	0	1	0	0	0	0	0	0
R2084	0	0	6	0	0	1	0	0	0	0	0	0
R2085	54	2	528	2	3	79	0	22	11	12	2	119
R2086	0	0	0	0	0	0	0	0	0	0	0	0
R2087	52	0	278	0	2	36	1	29	7	14	1	76
R2088	0	0	1	0	0	0	0	1	0	0	0	0
R2089	7	0	26	0	1	1	0	0	4	1	0	5
R2090	43	1	239	1	7	28	1	9	8	9	16	59
R2091	12	0	97	0	1	10	1	10	1	11	7	12
R2092	10	0	102	0	0	11	0	7	0	3	2	6
R2093	0	0	0	0	0	0	0	0	0	0	0	0
R2095	3	0	20	0	0	9	0	3	2	1	3	5
R2096	29	0	222	0	0	38	1	8	3	11	3	13
R2097	36	0	257	0	3	43	0	27	4	23	10	30
R2098	31	0	224	0	1	21	0	11	8	6	9	44
R2099	15	0	179	0	3	16	1	5	12	7	3	33
R2100	18	0	160	0	3	17	1	15	4	7	6	24
R2101	8	0	47	0	0	5	0	5	1	3	0	16
R2102	144	4	694	0	9	66	1	158	40	24	21	284
R2103	69	1	233	1	3	28	0	23	10	20	2	67
R2104	21	0	145	0	3	42	0	11	0	8	2	26
R2105	1	0	171	0	0	1	0	84	0	0	0	84
R2106	4	1	17	0	0	3	0	5	2	1	0	5
R2107	1	0	0	0	0	1	0	0	0	0	0	0
R2108	6	0	18	0	0	3	0	2	2	1	0	3
R2109	0	0	52	0	0	0	0	0	0	0	0	0
R2110	43	1	333	1	10	27	0	28	7	19	27	89
R2111	1	0	285	0	1	1	0	0	0	0	0	5
R2112	20	0	63	0	2	9	0	11	1	2	3	24
R2113	0	0	0	0	0	0	0	0	0	0	0	0
R2114	2	0	132	0	1	25	0	12	0	0	0	12
R2115	54	1	282	0	3	33	0	5	1	5	1	64
R2116	15	0	102	0	1	9	0	10	3	2	6	13
R2117	57	1	277	0	2	33	0	39	1	12	2	94
R2118	10	1	50	0	1	5	0	3	5	1	0	40
R2119	11	0	140	0	2	9	0	6	4	5	4	17
R2120	0	0	11	0	0	8	0	0	0	0	0	1
R2121	8	0	30	0	0	4	0	0	1	1	2	6
R2122	0	0	5	0	0	4	0	0	0	0	0	2
R2123	26	1	217	0	1	58	0	19	9	4	5	52
R2124	8	0	93	0	0	8	0	8	1	6	1	6
R2125	40	3	283	2	2	37	0	42	9	4	4	98
R2126	6	0	15	0	0	2	0	1	0	0	0	1
R2127	15	0	70	0	0	6	0	3	0	4	3	26
R2128	2	0	31	0	0	10	0	2	0	0	1	2
R2129	35	1	244	2	1	19	0	17	3	15	26	30
R2130	50	1	468	0	4	57	0	39	8	12	20	80
R2131	0	0	0	0	0	0	0	0	0	0	0	0
R2132	6	0	126	0	0	23	1	3	2	6	5	14
R2133	0	0	0	0	0	0	0	0	0	0	0	0
R2134	48	1	311	0	1	22	1	26	2	7	3	102
R2135	6	0	35	0	0	2	0	4	3	0	0	17
R2136	7	0	501	0	0	169	0	27	3	2	0	116
R2137	7	0	48	0	0	5	1	1	0	1	1	7
R2138	17	0	78	0	2	8	0	14	3	6	11	11
R2139	47	0	340	1	1	21	1	13	2	23	19	46
R2140	3	0	64	0	0	5	0	3	0	6	1	8
R2141	34	0	287	1	4	56	0	18	7	17	10	59
R2142	22	0	204	0	0	22	0	15	0	4	5	47
R2143	4	0	33	0	1	4	0	0	0	4	3	9
R2144	3	0	7	0	0	1	0	0	0	1	0	1
R2145	50	0	346	0	2	52	0	8	8	8	24	101
R2146	5	0	40	0	0	9	0	3	0	3	1	4
R2147	54	1	298	0	2	30	2	19	8	11	13	62
R2148	0	0	2	0	0	2	0	1	0	0	0	0
R2149	98	2	439	7	7	66	4	35	16	52	58	105
R2150	9	0	54	0	0	5	0	7	2	3	0	14
R2151	17	1	136	0	1	18	0	9	2	4	8	17
R2152	31	1	278	0	1	32	0	21	7	7	9	36
R2153	14	0	104	1	0	20	0	7	1	4	8	26
R2154	50	2	257	0	0	19	1	23	12	10	3	55
R2155	20	0	208	0	1	24	0	12	5	7	4	36
R2156	56	1	289	0	6	12	1	17	1	25	16	56
R2158	44	1	407	2	5	50	2	10	5	19	20	88
R2159	7	0	42	0	0	4	0	7	6	2	3	12
R2160	0	0	19	0	0	1	0	1	0	1	0	3
R2161	6	0	59	0	0	2	0	7	1	3	3	9
R2162	0	0	5	0	0	1	0	0	0	0	1	0
R2163	10	0	228	0	0	67	1	27	1	39	0	24
R2164	0	0	3	0	0	0	0	1	0	0	0	0
R2165	68	0	434	0	2	47	0	24	4	11	5	102
R2166	0	0	2	0	0	0	0	0	0	0	0	0
R2167	1	0	81	1	0	3	0	3	2	8	2	19
R2168	38	0	206	1	1	27	0	19	3	10	12	51
R2169	24	0	181	0	1	18	2	29	9	10	1	41
R2170	0	0	0	0	0	0	0	0	0	0	0	0
R2171	0	0	3	0	0	0	0	1	0	0	0	0
R2172	4	0	69	0	0	5	0	0	0	1	0	1
R2173	1	0	18	0	0	0	0	1	0	2	2	3
R2175	0	0	1	0	0	0	0	0	0	0	0	0
R2176	0	0	0	0	0	0	0	0	0	0	0	0
R2177	0	0	0	0	0	0	0	4	0	0	0	0
R2178	14	2	221	0	1	61	0	7	12	10	4	20
R2179	30	1	256	0	4	32	0	2	4	7	12	50
R2180	0	0	1	0	0	1	0	0	0	0	0	0
R2181	0	0	0	0	0	0	0	0	0	0	0	0
R2182	141	0	156	0	0	20	0	29	4	0	0	35
R2183	0	0	86	0	0	6	0	0	0	0	1	0
R2184	0	0	0	0	0	0	0	0	0	0	0	0
R2185	22	0	439	0	3	30	1	9	8	12	16	29
R2186	0	0	1	0	0	0	0	0	0	0	0	0
R2187	13	0	142	0	1	23	0	12	2	4	1	25
R2188	0	1	2	0	0	0	0	0	0	0	0	1
R2189	5	0	68	4	2	5	0	8	1	2	4	12
R2190	1	0	3	0	0	0	0	0	0	0	0	0
R2191	6	0	36	0	0	6	0	2	2	0	1	8
R2192	9	1	141	0	1	5	0	11	8	4	1	24
R2193	0	0	11	0	0	0	0	0	0	0	0	0
R2194	17	1	105	0	0	27	0	14	1	3	0	19
R2195	0	0	0	0	0	0	0	0	0	0	0	0
R2196	2	0	6	0	0	2	0	2	0	0	0	4
R2197	28	4	380	0	0	27	0	69	0	0	0	123
R2198	25	0	129	0	3	18	0	14	9	4	3	36
R2199	2	0	93	0	1	58	0	5	3	2	0	6
R2200	22	0	120	0	2	27	0	1	2	9	4	24
R2202	24	0	158	0	1	27	0	11	4	4	2	20
R2203	1	0	10	0	0	3	0	2	0	0	0	8
R2204	30	0	192	0	2	59	1	10	2	10	3	48
R2206	0	0	5	0	0	0	0	0	0	0	0	0
R2207	11	0	46	0	0	6	0	9	2	2	0	19
R2208	0	0	0	0	0	0	0	0	0	0	0	0
R2209	1	0	0	0	0	0	0	0	0	0	0	0
R2210	2	0	9	0	0	3	0	2	0	0	2	1
R2211	0	0	33	0	0	2	0	3	1	6	2	6
R2212	0	0	5	0	0	0	0	0	0	1	0	0
R2213	24	0	147	0	3	25	1	29	4	8	28	29
R2214	0	0	0	0	0	0	0	0	0	0	0	0
R2215	0	0	0	0	0	0	0	0	0	0	0	68
R2216	22	0	264	0	3	49	0	13	1	3	6	32
R2217	14	0	175	0	1	12	0	15	6	2	3	23
R2218	105	1	404	0	7	40	1	88	6	18	8	104
R2219	17	1	206	1	0	20	1	29	4	4	2	41
R2220	6	0	30	0	0	7	0	1	1	1	0	12
R2221	47	0	357	0	5	79	0	27	10	17	12	105
R2222	6	0	74	0	1	17	0	2	0	2	1	23
R2224	17	0	86	0	0	10	0	10	0	5	0	32
R2225	0	0	4	0	0	1	0	0	0	1	0	1
R2226	2	0	37	0	0	7	0	2	0	0	1	10
R2227	20	0	221	0	7	36	0	19	4	6	14	25
R2228	3	0	17	0	0	0	0	0	2	0	1	4
R2229	1	0	3	0	0	3	0	0	0	0	0	0
R2230	109	2	530	0	7	59	2	47	4	25	9	148
R2231	4	0	145	0	4	7	0	14	1	3	4	13
R2232	0	0	0	0	0	0	0	0	0	0	0	0
R2234	2	0	14	0	0	6	0	1	0	0	0	3
R2235	22	0	137	0	2	7	0	9	0	1	2	29
R2236	15	0	128	1	0	8	0	8	0	6	9	19
R2237	10	0	85	0	0	12	1	2	3	7	12	12
R2239	10	0	58	0	0	11	0	2	1	0	1	7
R2240	41	1	234	1	1	30	0	28	5	11	5	78
R2241	40	0	245	0	0	25	2	19	6	8	3	17
R2242	12	0	125	0	0	13	0	7	2	3	10	10
R2243	61	1	387	0	2	33	0	33	8	17	5	112
R2244	55	0	379	1	5	53	0	34	3	12	3	116
R2245	68	0	357	2	5	38	3	40	21	14	22	71
R2246	42	0	318	0	5	36	0	11	4	19	9	74
R2247	7	0	43	0	0	1	0	10	2	2	1	8
R2248	46	0	326	0	2	81	1	9	4	3	0	73
R2249	3	0	11	0	0	2	0	1	0	2	0	0
R2250	0	0	2	0	0	2	0	0	0	0	0	0
R2251	0	0	3	0	0	0	0	0	0	0	0	0
R2252	0	0	1	0	0	0	0	0	0	0	0	2
R2253	3	0	53	0	1	5	0	5	3	2	0	15
R2254	20	0	31	0	1	2	0	15	2	3	1	19
R2255	0	0	21	0	0	7	0	2	0	1	0	0
R2256	19	0	187	0	1	15	2	20	2	16	9	21
R2257	1	0	17	0	0	1	0	0	0	3	0	0
R2258	45	0	193	1	0	26	0	18	5	4	4	79
R2259	21	0	203	1	8	34	0	20	7	7	16	22
R2260	62	2	403	4	2	54	2	32	9	17	33	74
R2261	0	0	0	0	0	0	0	0	0	0	0	0
R2262	0	0	0	0	0	0	0	0	0	0	0	0
R2263	27	0	257	1	5	38	0	14	7	8	6	34
R2264	16	0	137	0	0	31	0	11	1	2	0	9
R2265	5	0	29	0	0	6	0	6	1	1	1	14
R2266	8	0	96	0	1	8	0	13	0	1	1	7
R2267	9	2	29	0	0	3	0	5	3	3	0	11
R2268	23	0	425	0	0	62	0	27	23	3	0	23
R2269	6	0	61	0	0	9	0	0	0	2	3	7
R2270	0	0	0	0	0	1	0	0	0	0	0	0
R2271	33	0	356	0	0	68	0	57	2	0	2	33
R2272	0	0	11	0	1	3	0	0	0	1	0	3
R2273	271	0	21	0	0	0	0	2	1	3	0	23
R2274	2	0	15	0	0	2	0	1	2	0	0	7
R2275	22	2	150	0	0	9	0	17	0	6	2	29
R2276	0	0	1	0	0	1	0	0	1	0	0	0
R2277	0	0	265	0	0	183	0	73	0	1	1	5
R2278	51	0	177	0	0	9	0	17	9	6	3	45
R2279	20	0	186	0	1	24	1	11	5	17	3	40
R2280	1	0	13	0	0	2	0	0	0	0	0	0
R2281	12	0	120	0	0	15	0	6	1	10	3	13
R2282	19	0	206	0	3	19	1	13	3	8	8	32
R2283	0	0	8	0	0	1	0	1	0	0	0	0
R2284	37	0	117	0	4	6	0	21	8	3	1	39
R2285	13	0	145	2	1	12	0	8	6	4	5	40
R2286	2	0	25	0	1	3	0	1	0	2	3	4
R2287	8	0	61	0	1	7	0	2	6	4	1	23
R2288	2	0	24	0	0	2	0	1	0	1	0	1
R2289	24	1	300	0	0	16	0	20	9	4	9	28
R2290	35	0	226	0	3	20	1	34	6	6	6	60
R2292	65	0	434	0	7	71	1	25	5	9	5	70
R2293	37	1	155	0	0	13	0	5	6	7	0	28
R2294	0	0	0	0	0	0	0	0	0	0	0	0
R2295	0	0	3	0	0	1	0	0	0	0	0	0
R2296	0	0	1	0	0	1	0	0	0	0	0	0
R2297	9	0	34	0	1	3	0	4	2	2	2	5
R2298	8	0	136	0	1	26	0	5	0	8	3	17
R2299	20	0	184	1	2	10	4	27	7	5	12	27
R2300	8	0	37	0	0	6	0	1	1	4	0	5
R2301	22	0	148	0	0	14	0	14	6	7	2	9
R2302	19	0	129	0	1	33	0	3	0	2	5	20
R2303	25	0	224	0	0	27	2	24	2	9	4	29
R2304	0	0	15	0	0	1	0	1	0	3	3	1
R2305	5	0	52	0	0	9	0	4	1	3	0	9
R2306	40	0	324	0	2	30	1	26	2	15	18	55
R2307	5	0	39	0	0	7	1	13	2	6	1	16
R2308	0	0	0	0	0	0	0	0	0	0	0	0
R2309	44	0	302	0	2	20	0	42	3	13	4	67
R2310	4	0	34	0	1	5	0	0	0	4	1	3
R2311	0	0	1	0	0	0	0	0	0	0	0	0
R2312	0	0	1	0	0	1	0	0	0	0	0	0
R2313	2	0	40	0	1	3	0	0	0	2	1	3
R2314	112	5	404	0	12	33	0	45	19	17	11	128
R2315	0	0	0	0	0	0	0	0	0	0	0	0
R2316	0	0	7	0	0	2	0	0	0	0	1	1
R2317	86	1	616	1	17	31	0	92	15	20	4	274
R2318	27	0	187	0	4	12	0	23	3	9	0	46
R2319	6	0	65	0	1	15	0	3	0	2	2	8
R2320	3	0	36	0	0	32	0	0	0	1	0	0
R2321	11	0	74	0	2	4	0	4	1	2	0	16
R2322	30	0	114	0	0	23	0	16	11	4	3	36
R2323	2	0	6	0	0	2	0	0	0	0	0	0
R2324	178	11	547	0	2	35	0	59	23	48	3	121
R2325	3	0	16	0	0	0	0	1	1	1	2	2
R2326	1	0	21	0	0	4	1	1	0	1	0	8
R2327	1	0	6	0	0	3	0	0	0	0	0	1
R2328	2	0	11	0	0	1	0	0	0	1	1	3
R2329	26	0	229	0	3	44	0	20	1	13	0	50
R2330	103	1	551	0	8	55	0	36	10	19	69	127
R2331	0	0	7	0	0	1	0	0	0	0	1	0
R2332	0	0	0	0	0	0	0	0	0	0	0	0
R2333	0	0	0	0	0	0	0	0	0	0	0	0
R2335	22	1	265	0	1	29	0	19	14	8	4	51
R2336	13	1	53	0	0	8	0	3	0	0	0	13
R2337	58	0	312	0	4	31	0	13	8	10	15	76
R2338	0	0	29	0	3	3	0	1	1	0	4	1
R2339	5	0	38	0	0	3	0	3	0	3	0	18
R2340	66	1	312	0	3	30	0	28	11	3	5	136
R2341	4	0	13	0	0	0	0	0	0	1	0	4
R2342	3	0	64	0	0	8	0	1	1	0	0	2
R2343	1	0	5	0	0	0	0	0	0	0	0	0
R2344	30	0	367	0	0	19	0	245	1	1	0	128
R2345	8	0	178	1	7	20	0	14	3	8	8	18
R2346	1	0	8	0	1	1	0	1	0	0	0	1
R2347	9	0	73	0	0	7	0	4	0	2	0	23
R2348	15	0	54	0	0	7	0	9	0	2	2	20
R2349	27	0	214	1	3	28	1	10	12	5	8	38
R2350	25	0	92	0	1	10	0	21	0	1	0	34
R2351	47	0	236	0	1	17	0	14	3	22	3	40
R2352	7	0	76	0	0	21	0	7	1	0	1	10
R2353	58	2	421	0	10	112	0	17	7	10	4	72
R2354	0	0	1	0	0	0	0	0	0	1	0	0
R2355	2	0	36	0	0	4	0	2	0	1	2	9
R2356	64	1	614	1	1	77	1	14	3	32	16	78
R2357	53	2	311	0	2	39	1	19	8	17	3	89
R2358	48	1	341	0	5	58	0	11	6	6	1	58
R2359	0	0	2	0	0	0	0	0	0	0	0	1
R2360	0	0	0	0	0	0	0	0	0	0	0	0
R2361	1	0	5	0	0	1	0	0	0	0	0	0
R2362	0	0	9	0	0	4	0	0	0	0	0	1
R2363	14	0	98	0	1	6	0	21	13	2	4	27
R2364	0	0	0	0	0	0	0	0	0	0	0	0
R2365	4	0	62	0	0	8	0	1	1	3	6	17
R2366	18	0	263	0	0	22	0	17	4	13	11	52
R2368	32	2	268	2	3	46	2	16	17	16	35	58
R2369	0	0	0	0	0	0	0	0	0	0	0	0
R2370	19	0	362	0	0	49	2	24	3	9	9	50
R2371	0	0	0	0	0	0	0	0	0	0	0	2
R2372	18	0	298	1	0	43	0	15	5	7	15	44
R2373	0	0	1	0	0	0	0	0	0	0	0	0
R2374	36	1	179	0	1	22	0	19	3	6	4	10
R2375	92	0	399	1	8	89	1	21	2	21	5	108
R2376	10	0	50	0	0	4	0	5	2	2	0	10
R2377	27	0	226	0	2	33	1	2	3	15	22	38
R2378	51	1	458	0	4	73	0	27	9	17	9	52
R2379	25	0	308	0	0	21	0	26	5	11	9	28
R2380	50	0	266	2	7	49	1	15	10	13	19	63
R2381	83	4	449	0	4	43	0	44	16	4	4	184
R2382	0	0	2	0	0	2	0	2	0	0	0	0
R2383	0	0	1	0	0	1	0	0	0	0	0	0
R2384	173	1	384	0	4	23	0	72	20	7	9	112
R2385	0	0	1	0	0	0	0	0	0	0	0	1
R2386	0	0	0	0	0	0	0	0	0	0	0	0
R2387	14	0	114	0	1	14	0	11	5	6	2	14
R2388	47	0	263	1	6	12	0	20	4	10	15	26
R2389	19	0	698	0	0	583	0	6	5	13	0	57
R2390	119	0	23	0	0	6	0	0	0	0	0	0
R2391	36	0	173	1	7	16	1	22	4	10	14	28
R2392	0	0	2	0	0	3	0	0	0	0	0	0
R2393	32	0	338	0	5	43	0	10	4	12	25	43
R2394	0	0	2	0	0	1	0	0	0	0	0	0
R2395	24	2	217	0	0	14	0	25	7	5	1	52
R2396	9	0	106	0	1	12	0	10	2	1	4	16
R2397	0	0	0	0	0	0	0	0	0	0	0	0
R2398	15	0	74	0	0	8	0	1	4	6	4	14
R2399	0	0	2	0	0	0	0	0	0	0	0	1
R2400	80	0	411	1	8	30	0	33	11	23	23	94
R2401	0	0	14	0	0	2	0	0	0	4	0	0
R2402	12	0	92	0	0	7	0	4	3	3	7	7
R2403	0	0	2	0	0	0	0	0	0	0	0	0
R2404	0	0	1	0	0	0	0	0	0	0	0	0
R2405	1	0	7	0	0	8	0	0	0	0	0	0
R2406	51	0	217	1	5	21	0	12	3	6	17	33
R2407	39	2	314	0	2	39	0	64	10	12	4	108
R2408	0	0	0	0	0	0	0	0	0	0	0	0
R2409	94	0	460	0	4	67	0	50	24	10	14	126
R2410	0	0	0	0	0	0	0	0	0	0	0	0
R2411	37	0	255	0	3	21	0	98	5	4	2	165
R2412	19	0	283	0	0	35	0	9	5	9	1	26
R2413	15	1	91	0	1	11	0	6	4	2	0	28
R2414	18	0	69	0	1	8	0	1	3	1	5	17
R2415	0	0	2	0	1	1	0	0	0	0	0	1
R2416	0	0	1	0	0	0	0	1	0	0	0	0
R2417	0	0	0	0	0	0	0	0	0	0	0	0
R2418	0	0	42	0	1	3	0	5	2	2	2	2
R2419	0	0	1	0	0	0	0	0	0	0	0	0
R2420	101	2	495	1	2	45	0	85	25	35	22	251
R2421	0	0	0	0	0	0	0	0	0	0	0	0
R2422	3	0	24	0	0	0	0	2	0	0	1	5
R2423	0	0	0	0	0	0	0	0	0	0	0	0
R2424	49	0	176	0	2	22	0	26	4	10	9	27
R2425	7	1	32	0	0	1	0	0	0	2	1	21
R2426	43	0	462	1	6	56	0	21	6	20	26	53
R2427	42	0	156	1	2	23	0	24	4	4	11	64
R2428	9	0	61	0	2	2	0	1	9	1	4	9
R2429	0	0	0	0	0	0	0	0	0	0	0	0
R2430	0	0	0	0	0	0	0	0	0	0	0	0
R2431	8	0	36	0	0	0	0	15	1	3	2	7
R2432	0	0	8	0	0	2	0	0	0	0	0	1
R2433	3	0	37	0	0	8	0	2	0	0	4	1
R2434	0	0	1	0	0	0	0	0	0	0	0	0
R2435	0	0	0	0	0	0	0	0	0	0	0	0
R2436	64	0	523	2	6	102	0	39	4	14	22	59
R2437	10	0	57	0	0	6	0	1	2	1	0	31
R2438	0	0	17	0	0	5	0	0	0	0	0	2
R2439	20	0	150	0	3	26	0	14	7	4	14	37
R2440	11	0	51	0	0	3	0	11	3	3	1	18
R2441	0	0	99	0	0	4	0	0	0	0	1	0
R2442	0	0	0	0	0	0	0	0	0	0	0	0
R2443	17	1	161	0	2	14	0	9	5	6	2	20
R2444	13	0	160	0	0	14	0	9	0	8	6	33
R2445	0	0	3	0	0	2	0	0	0	0	0	0
R2446	13	0	185	0	0	29	0	20	7	7	2	67
R2447	0	0	0	0	0	0	0	0	0	0	0	0
R2448	0	0	5	0	0	3	0	0	0	1	0	2
R2449	0	0	0	0	0	1	0	0	0	0	0	0
R2450	15	1	110	0	2	16	0	5	1	2	1	10
R2451	50	0	170	0	1	23	0	30	9	9	5	43
R2452	22	0	329	0	14	56	0	24	6	21	21	42
R2453	1	0	13	0	0	3	0	0	0	1	0	2
R2454	22	0	40	0	0	5	0	10	4	2	0	21
R2455	23	0	199	0	0	48	0	18	2	5	0	30
R2456	0	0	6	0	1	1	0	1	0	0	1	2
R2457	20	0	216	1	1	28	0	23	4	7	4	29
R2458	30	0	155	1	0	21	0	27	11	3	11	18
R2459	2	0	3	0	0	0	0	0	0	0	0	0
R2460	44	1	274	0	6	47	0	16	0	4	5	39
R2461	0	0	3	0	0	1	0	2	0	0	0	1
R2462	0	0	6	0	0	3	0	2	0	0	0	1
R2463	42	0	294	2	3	30	1	12	1	17	32	43
R2464	7	0	60	0	0	9	0	4	0	4	2	9
