user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Should statements
R1578	46	0	342	0	3	30	0	26	3	7	58
R1579	6	1	717	0	0	216	0	10	1	1	8
R1580	63	10	288	0	3	23	0	57	14	9	59
R1581	5	0	19	0	0	4	0	2	0	1	7
R1582	56	1	383	1	4	64	0	44	0	10	159
R1583	1	0	1	0	0	0	0	0	0	0	0
R1584	17	0	108	0	0	7	0	11	0	7	33
R1585	0	0	1	0	0	0	0	0	0	0	0
R1586	3	1	16	0	0	5	0	0	2	2	16
R1587	52	0	284	0	1	31	0	22	4	5	55
R1588	56	0	363	1	9	28	0	25	2	7	82
R1589	20	1	322	0	2	55	0	32	2	1	50
R1590	88	3	393	0	3	54	0	36	3	4	99
R1591	0	0	1	0	0	0	0	0	0	0	0
R1592	33	0	206	0	0	11	0	25	5	3	50
R1593	4	0	52	0	2	6	0	8	0	1	10
R1594	36	0	333	0	3	26	0	17	5	3	46
R1595	0	0	45	0	0	1	0	1	0	0	14
R1596	6	0	65	0	0	10	0	6	1	3	17
R1597	0	0	0	0	0	0	0	0	0	0	0
R1598	11	0	286	0	1	18	0	19	3	3	52
R1599	1	0	25	0	0	3	0	2	0	0	6
R1600	34	2	202	0	2	16	1	41	6	10	51
R1601	8	0	72	0	0	9	0	7	1	0	2
R1602	28	2	216	0	5	25	0	10	1	8	38
R1603	0	0	1	0	0	0	0	0	0	0	0
R1604	18	0	253	0	1	27	0	12	1	0	94
R1605	0	0	0	0	0	0	0	0	0	0	0
R1606	12	1	111	0	2	18	0	16	4	2	20
R1607	0	0	10	0	0	0	0	0	0	0	0
R1608	0	0	1	0	0	1	0	0	0	0	0
R1609	91	1	531	1	5	40	1	31	9	11	118
R1610	7	0	97	0	0	9	0	19	0	3	19
R1611	40	1	233	0	2	17	1	31	8	8	102
R1612	0	0	0	0	0	0	0	0	0	0	0
R1613	17	0	141	0	3	16	0	14	3	3	52
R1614	93	0	556	0	1	99	6	115	4	16	205
R1615	20	0	149	0	2	20	0	9	1	8	22
R1616	13	0	165	0	2	4	0	12	3	1	21
R1617	0	0	0	0	0	0	0	0	0	0	0
R1618	0	0	0	0	0	0	0	0	0	0	0
R1620	40	2	211	0	7	24	0	15	5	5	54
R1621	33	0	151	0	3	55	0	8	0	6	58
R1622	1	0	7	0	0	2	0	0	0	0	0
R1623	33	2	334	1	1	40	0	18	5	9	107
R1624	0	0	0	0	0	0	0	0	0	0	0
R1625	0	0	0	0	0	0	0	0	0	0	0
R1626	1	0	0	0	0	0	0	0	0	0	0
R1627	58	1	305	0	4	14	1	40	4	22	89
R1628	0	0	58	0	0	10	0	2	1	2	0
R1629	6	0	73	0	1	21	0	1	3	3	52
R1630	19	2	637	1	0	70	0	62	5	12	86
R1631	0	2	35	0	0	10	0	12	1	0	7
R1632	7	0	111	0	0	7	0	6	2	1	18
R1633	4	0	71	0	0	5	0	8	0	0	10
R1634	0	0	0	0	0	0	0	0	0	0	0
R1635	5	0	172	0	0	14	0	3	0	0	16
R1636	2	1	9	0	0	1	0	2	0	0	0
R1637	12	0	150	0	1	14	0	6	2	3	26
R1638	74	5	364	0	1	38	1	25	15	22	91
R1640	1	0	36	0	0	3	0	3	2	2	3
R1641	0	0	0	0	0	6	0	0	0	0	0
R1642	4	0	72	0	1	4	0	10	0	2	9
R1643	3	0	84	0	1	14	0	1	0	4	13
R1644	18	0	310	0	0	33	0	23	4	6	44
R1645	46	0	245	0	4	8	0	15	0	4	21
R1646	5	0	33	1	0	5	0	2	0	1	5
R1647	0	0	0	0	0	1	0	0	0	0	1
R1648	0	0	2	0	0	0	0	0	0	0	0
R1649	0	0	0	0	0	0	0	0	0	0	0
R1650	9	0	64	0	4	3	0	9	0	2	5
R1651	4	0	50	0	0	9	0	4	0	0	14
R1652	0	0	1	0	0	0	0	1	0	0	1
R1653	17	0	104	0	2	8	0	9	2	2	33
R1654	0	0	3	0	0	1	0	0	0	0	0
R1655	25	0	164	0	2	19	0	20	0	7	29
R1656	3	0	94	0	0	3	0	3	2	3	5
R1657	30	0	390	0	2	89	0	14	5	16	48
R1658	1	0	6	0	1	0	0	2	0	0	0
R1659	2	0	2	0	0	0	0	0	0	0	0
R1660	2	0	33	0	0	10	0	1	0	0	2
R1661	1	0	26	0	0	7	0	1	0	1	4
R1662	0	0	1	0	0	0	0	0	0	0	0
R1663	27	0	301	0	2	34	0	41	0	14	35
R1664	0	0	0	0	0	0	0	0	0	0	0
R1665	6	1	204	0	3	18	0	15	3	6	16
R1666	1	0	5	0	0	0	0	0	0	0	0
R1667	0	0	0	0	0	0	0	0	0	0	0
R1668	0	0	1	0	0	1	0	0	0	0	1
R1669	0	0	32	0	0	3	0	8	0	0	11
R1670	0	0	0	0	0	0	0	0	0	0	0
R1671	0	1	7	0	0	1	1	2	0	0	2
R1672	83	0	540	0	2	42	0	45	9	9	119
R1673	0	0	0	0	0	0	0	0	0	0	0
R1674	0	0	2	0	0	2	0	0	0	0	0
R1676	0	0	18	0	0	1	0	4	2	0	6
R1677	33	2	367	0	3	48	0	15	5	12	40
R1678	0	0	4	0	0	0	0	0	0	1	0
R1679	7	1	24	0	0	4	1	1	0	1	7
R1680	9	1	79	0	1	15	0	3	3	1	23
R1681	0	0	1	0	0	1	0	0	0	0	0
R1682	22	0	164	0	0	28	0	11	2	4	25
R1683	33	0	384	1	2	36	0	31	9	26	121
R1684	6	0	71	0	2	7	0	5	1	2	7
R1685	10	1	180	0	4	12	0	13	0	4	34
R1686	1	0	3	0	0	1	0	0	0	0	2
R1687	14	2	287	0	2	14	0	14	6	7	33
R1688	0	0	5	0	0	2	0	1	1	0	0
R1689	29	0	364	0	6	48	0	26	2	7	84
R1690	4	0	125	0	1	14	0	3	0	8	13
R1691	0	0	19	0	0	2	0	0	0	0	0
R1692	32	1	305	0	3	34	0	37	3	9	59
R1693	0	0	5	0	0	0	0	1	0	0	0
R1694	64	1	363	0	6	76	1	46	3	6	107
R1695	18	0	130	0	3	13	0	19	7	6	60
R1696	0	0	0	0	0	0	0	0	0	0	0
R1697	52	7	523	0	4	52	0	25	16	5	67
R1699	0	0	0	0	0	0	0	1	0	0	0
R1700	14	0	76	0	1	8	0	21	0	2	20
R1701	2	0	50	0	1	3	1	2	1	2	13
R1702	6	0	135	0	3	16	0	7	1	2	26
R1703	0	0	43	0	0	8	0	1	0	3	11
R1704	22	2	140	0	1	10	0	9	2	3	22
R1705	83	6	466	0	10	91	0	19	16	16	127
R1706	3	0	20	0	0	6	0	4	0	0	5
R1707	0	0	0	0	0	0	0	0	0	0	0
R1708	0	0	0	0	0	0	0	0	0	0	0
R1709	0	0	0	0	0	0	0	0	0	0	0
R1710	0	0	0	0	0	0	0	0	0	0	0
R1711	49	1	372	0	6	32	0	29	4	10	131
R1712	3	0	38	1	0	3	0	4	0	1	8
R1713	74	0	408	0	4	70	0	39	1	20	81
R1714	2	0	19	0	0	3	0	1	0	0	4
R1715	78	4	536	1	5	73	1	52	8	32	104
R1716	12	0	318	0	0	33	0	48	1	3	40
R1717	12	0	180	0	1	21	0	9	0	5	21
R1718	30	0	236	0	4	14	0	9	5	16	48
R1719	6	0	29	0	0	7	0	2	0	0	1
R1720	11	2	115	0	0	23	0	11	2	2	50
R1721	76	1	452	0	15	58	2	42	19	15	137
R1722	70	2	388	0	2	75	0	118	16	10	127
R1723	34	0	211	0	0	33	0	9	3	4	34
R1724	22	0	143	0	0	23	0	71	6	2	34
R1725	0	0	2	0	0	1	0	0	0	0	0
R1726	0	0	1	0	0	0	0	0	0	0	1
R1727	0	0	0	0	0	42	0	0	0	0	0
R1728	4	0	82	0	0	4	0	0	0	1	3
R1729	7	3	72	0	1	16	0	7	0	1	16
R1730	77	2	470	0	8	34	0	46	7	13	147
R1731	20	0	233	0	0	32	0	9	3	2	66
R1732	0	0	19	0	0	1	0	1	0	0	0
R1733	7	0	93	0	0	1	0	2	0	0	16
R1734	0	0	12	0	1	2	0	1	0	0	1
R1735	0	0	4	0	0	0	0	1	0	0	1
R1736	9	0	116	0	0	36	0	10	1	0	7
R1737	6	0	36	0	0	5	0	2	0	5	7
R1738	1	0	7	0	0	1	0	0	0	1	0
R1740	19	0	188	0	1	8	1	8	2	19	29
R1741	4	1	65	0	0	7	0	0	0	0	14
R1742	69	3	473	0	2	41	0	61	9	18	114
R1743	3	0	101	0	0	33	0	15	7	0	36
R1744	1	0	8	0	0	4	0	1	0	0	2
R1745	21	0	254	0	3	15	0	24	5	3	31
R1746	15	0	194	0	2	22	0	19	0	0	17
R1747	42	0	369	0	6	40	0	24	5	8	55
R1748	36	0	181	0	1	41	0	11	0	5	16
R1749	3	0	28	0	0	2	0	0	1	0	10
R1750	0	0	0	0	0	0	0	0	0	0	0
R1751	35	1	269	1	4	23	1	15	3	12	76
R1752	2	0	18	0	0	5	0	1	0	0	25
R1753	0	0	0	0	0	0	0	0	0	0	0
R1754	0	0	5	0	0	1	0	1	0	0	0
R1755	20	0	163	0	3	17	0	24	2	12	33
R1756	0	0	1	0	0	0	0	0	0	0	0
R1757	0	0	0	0	0	0	0	0	0	0	0
R1758	3	0	30	1	0	4	0	1	0	0	10
R1759	21	1	183	0	1	32	0	13	3	2	32
R1760	91	2	416	1	22	132	1	59	13	21	132
R1761	1	0	38	1	3	9	0	3	2	0	9
R1762	100	0	722	0	3	57	0	89	30	23	162
R1763	39	0	281	0	3	22	1	52	6	12	78
R1764	0	0	4	0	0	0	0	0	0	0	0
R1765	0	0	0	0	0	0	0	0	0	0	0
R1766	1	0	8	0	0	2	0	0	0	1	1
R1767	0	0	0	0	0	0	0	0	0	0	0
R1768	4	0	31	0	1	5	0	2	0	1	14
R1769	0	0	7	0	0	0	0	1	0	0	0
R1770	29	0	259	0	2	20	0	18	4	5	44
R1771	31	2	336	0	2	14	0	44	7	21	99
R1772	7	0	112	0	0	18	0	8	2	1	9
R1773	0	0	3	0	0	1	0	0	0	0	0
R1774	0	0	2	0	0	0	0	0	0	0	1
R1775	64	2	368	2	2	53	0	10	9	9	78
R1776	11	0	246	0	1	26	0	9	2	6	35
R1777	0	0	5	0	0	0	0	2	0	1	0
R1778	18	1	392	0	5	24	0	24	2	7	59
R1780	23	0	209	0	6	13	0	20	7	4	42
R1781	41	2	399	0	3	60	1	29	4	21	118
R1782	0	0	3	0	0	0	0	0	0	0	0
R1783	9	0	96	0	0	15	0	10	0	5	30
R1784	0	0	0	0	0	0	0	0	0	0	0
R1785	8	1	49	0	0	3	0	2	0	1	2
R1786	0	0	1	0	0	0	0	0	0	0	0
R1787	7	0	78	0	0	6	0	10	0	3	13
R1788	26	0	181	0	1	12	0	21	4	6	58
R1789	22	0	405	0	0	63	0	9	3	5	85
R1790	0	0	2	0	0	0	0	2	0	0	0
R1791	17	0	72	0	0	3	0	8	2	1	29
R1793	14	0	170	0	2	15	0	12	6	3	26
R1794	1	0	1	0	0	0	0	0	0	0	0
R1795	0	0	0	0	0	0	0	0	0	0	0
R1797	24	0	259	0	1	30	0	8	0	2	56
R1798	21	0	215	1	11	18	0	7	2	7	35
R1799	0	0	6	0	0	1	0	0	0	0	0
R1800	0	0	77	0	0	5	0	3	0	2	5
R1801	11	0	235	0	2	23	0	27	7	2	34
R1802	0	0	0	0	0	0	0	0	0	0	0
R1803	0	0	0	0	0	0	0	0	0	0	0
R1804	31	0	142	0	1	31	0	11	12	7	69
R1805	0	0	2	0	0	0	0	1	0	0	1
R1807	0	0	0	0	0	0	0	0	0	0	0
R1808	17	2	87	0	0	11	0	5	2	0	26
R1809	25	0	337	0	0	61	0	14	0	1	32
R1810	3	0	30	0	0	2	0	4	0	2	0
R1811	0	0	2	0	0	0	0	0	0	0	0
R1812	30	0	223	0	2	32	0	18	5	7	48
R1813	0	0	0	0	0	0	0	0	0	0	0
R1814	4	0	36	0	0	3	0	2	0	1	4
R1815	0	0	0	0	0	0	0	0	0	0	0
R1816	15	0	176	0	2	25	0	10	3	4	26
R1817	0	0	0	0	0	0	0	0	0	0	0
R1818	99	3	555	0	6	40	0	79	16	33	181
R1819	1	0	19	0	1	2	0	4	0	1	2
R1820	0	0	0	0	0	0	0	0	0	0	0
R1821	0	0	0	0	0	0	0	0	0	0	0
R1822	7	1	137	0	0	49	0	0	0	1	73
R1823	26	0	200	0	1	31	0	8	9	5	71
R1824	33	1	232	0	1	22	0	14	3	13	21
R1825	15	0	205	0	1	10	0	13	1	5	17
R1826	20	1	209	0	3	40	0	17	4	4	41
R1827	3	0	18	0	1	6	0	4	0	0	5
R1828	27	0	322	0	0	25	0	7	0	5	23
R1829	17	0	105	0	2	13	0	5	1	4	23
R1830	87	3	335	0	3	37	0	59	19	9	93
R1831	7	0	74	0	0	15	0	9	0	1	28
R1832	1	0	13	0	0	1	0	2	0	0	0
R1833	3	1	88	0	0	15	0	6	1	6	14
R1834	20	0	125	0	1	22	0	5	3	5	11
R1835	7	0	121	0	0	11	0	3	0	1	17
R1836	0	0	0	0	0	0	0	0	0	0	0
R1837	20	1	198	0	0	107	0	19	8	2	32
R1838	31	2	240	0	2	29	0	24	6	6	80
R1839	67	2	303	0	7	56	0	56	5	8	118
R1840	0	0	11	0	0	6	0	0	1	0	2
R1842	0	0	0	0	0	0	0	0	0	0	0
R1843	7	1	33	0	0	6	0	0	2	0	9
R1844	29	1	209	0	1	33	0	18	3	5	45
R1845	41	0	402	0	6	41	0	40	1	9	53
R1846	0	0	1	0	0	0	0	0	0	0	0
R1848	14	0	163	0	3	26	0	8	1	4	32
R1849	45	0	196	0	4	30	0	8	4	6	55
R1850	19	0	300	0	0	14	1	14	0	13	18
R1851	0	0	4	0	0	1	0	0	0	0	0
R1852	0	0	0	0	0	0	0	0	0	0	0
R1853	23	0	221	0	9	28	0	16	4	14	45
R1854	0	0	0	0	0	1	0	0	0	0	0
R1855	30	1	274	0	2	42	0	7	1	11	43
R1856	24	1	216	0	2	42	0	12	0	3	7
R1857	9	0	182	0	1	14	1	11	1	4	46
R1858	0	0	0	0	0	0	0	0	0	0	0
R1859	7	0	20	0	0	2	0	0	0	0	1
R1860	16	1	227	0	1	11	0	19	3	7	53
R1861	4	0	20	0	0	2	0	2	1	2	3
R1862	7	0	92	0	6	9	0	6	0	5	18
R1863	44	0	291	0	4	25	0	17	8	8	81
R1864	4	0	51	0	0	5	0	6	1	1	7
R1865	13	0	137	0	1	70	0	9	3	1	41
R1866	25	0	173	0	3	19	0	27	1	11	68
R1867	59	2	369	0	3	40	0	26	8	7	72
R1868	12	0	180	0	1	11	0	22	1	7	13
R1869	1	0	42	0	0	6	0	13	1	2	11
R1870	1	1	21	0	0	3	0	0	0	1	4
R1871	36	0	158	0	0	22	0	19	1	4	47
R1872	10	0	201	0	0	18	0	10	1	9	16
R1873	1	0	19	0	0	0	0	0	0	0	1
R1874	13	0	93	1	0	12	0	9	3	1	22
R1875	23	1	301	0	8	26	0	4	5	11	67
R1876	19	0	103	0	1	20	0	16	1	1	17
R1877	72	3	518	0	11	35	0	36	14	16	148
R1878	0	0	1	0	0	0	0	1	0	0	0
R1879	30	0	380	0	4	36	0	31	4	8	63
R1880	0	0	0	0	0	0	0	0	0	0	0
R1881	21	1	256	0	1	11	0	26	5	5	47
R1882	0	0	3	0	0	0	0	0	0	0	0
R1883	24	0	171	0	0	40	0	11	2	5	39
R1885	0	0	3	0	0	24	0	0	0	0	2
R1886	0	0	1	0	0	0	0	0	0	0	0
R1887	4	0	11	0	1	4	0	1	1	0	0
R1888	3	0	57	0	0	7	0	7	0	1	8
R1889	0	0	35	0	0	5	0	2	0	2	5
R1890	14	0	183	0	1	6	0	5	1	4	35
R1891	1	0	13	0	0	0	0	0	0	0	2
R1892	11	0	71	0	0	11	0	5	1	2	15
R1893	0	0	0	0	0	0	0	0	0	0	0
R1894	8	0	125	0	0	15	1	2	1	5	17
R1895	33	1	407	0	2	127	0	38	1	8	66
R1896	37	1	198	0	2	55	0	3	6	4	21
R1897	0	0	128	0	0	30	0	8	0	0	0
R1898	0	0	5	0	0	0	0	0	0	0	0
R1899	24	0	260	0	2	28	1	25	1	9	70
R1900	72	1	399	0	5	134	0	44	7	7	122
R1901	27	1	139	0	2	6	0	17	8	0	44
R1902	1	0	7	0	0	1	0	1	0	0	1
R1903	104	2	459	0	1	65	0	43	11	30	130
R1904	3	0	83	0	0	13	0	11	4	4	13
R1905	17	2	159	0	0	32	0	50	3	4	148
R1906	0	0	22	0	0	0	0	2	1	1	2
R1907	0	0	5	0	0	1	0	1	0	0	1
R1908	0	0	2	0	0	0	0	0	0	0	1
R1909	22	1	329	0	0	33	0	9	3	8	36
R1910	0	0	0	0	0	0	0	0	0	0	0
R1911	4	0	88	0	0	7	0	7	0	1	3
R1912	0	0	8	0	0	1	0	0	0	0	1
R1914	0	0	0	0	0	0	0	0	0	0	0
R1915	2	0	3	0	0	1	0	0	0	0	0
R1916	0	0	0	0	0	0	0	0	0	0	0
R1917	0	0	2	0	0	1	0	0	0	0	0
R1918	15	0	227	0	2	30	0	17	5	8	50
R1919	4	0	76	0	0	19	0	4	0	4	11
R1920	88	0	510	0	6	35	2	52	3	27	133
R1921	1	0	4	0	0	0	0	1	0	0	0
R1922	2	0	65	0	0	36	0	2	0	0	4
R1923	42	2	402	0	3	60	0	19	3	9	94
R1924	32	0	361	0	2	39	0	12	5	25	70
R1925	7	0	266	0	0	50	0	7	1	1	45
R1926	0	0	1	0	0	0	0	0	0	0	0
R1927	8	0	136	0	2	8	0	20	4	5	27
R1928	12	0	56	0	2	11	0	3	0	1	19
R1929	0	0	2	0	0	0	0	0	0	0	0
R1930	0	0	21	0	0	1	0	1	0	2	3
R1931	3	0	66	0	0	12	0	9	2	3	6
R1932	4	0	63	0	0	3	0	3	0	2	3
R1933	0	0	0	0	0	0	0	0	0	0	0
R1934	55	0	336	0	4	41	0	49	11	13	105
R1935	41	2	201	0	1	20	0	27	4	7	60
R1936	0	0	6	0	0	0	0	0	0	0	0
R1937	1	0	23	0	0	3	0	2	1	0	2
R1939	4	0	39	0	0	3	0	3	1	2	13
R1940	0	0	2	0	0	0	0	1	0	0	1
R1941	0	0	0	0	0	0	0	1	0	1	1
R1942	0	0	1	0	0	0	0	0	0	0	0
R1944	25	2	1291	0	4	34	1	121	22	49	93
R1945	2	0	72	0	1	20	0	2	0	1	4
R1946	28	0	82	0	0	10	0	3	10	1	23
R1947	0	0	3	0	0	0	0	0	0	0	0
R1948	7	0	139	0	1	8	0	6	1	2	27
R1949	34	0	347	0	1	17	0	34	11	5	40
R1950	11	1	143	0	2	10	0	9	1	14	26
R1951	7	0	55	0	0	10	0	4	6	1	38
R1952	0	0	0	0	0	0	0	0	0	0	0
R1953	0	0	2	0	0	0	0	2	0	0	0
R1954	0	0	7	0	0	1	0	2	0	0	1
R1955	5	0	60	0	0	13	0	1	1	0	2
R1956	4	0	64	0	0	4	0	4	1	0	7
R1957	12	0	183	0	3	13	0	17	2	3	35
R1958	33	0	284	1	4	31	0	20	4	10	80
R1959	31	0	195	0	2	22	0	3	2	3	46
R1960	0	0	3	0	0	0	0	0	0	0	1
R1961	33	1	170	0	0	22	0	20	4	3	64
R1962	14	0	121	0	0	8	0	2	2	4	48
R1963	0	0	13	0	0	3	0	0	0	2	0
R1964	0	0	24	0	0	2	0	0	0	0	2
R1965	0	0	0	0	0	0	0	0	0	0	0
R1966	98	0	507	0	4	79	2	23	9	8	116
R1967	18	0	153	0	0	101	0	5	1	2	17
R1968	6	0	154	0	1	26	0	5	1	1	17
R1969	1	0	20	0	0	5	0	2	0	0	0
R1970	28	1	348	0	5	56	0	12	2	13	50
R1971	41	0	189	0	2	20	0	25	3	17	36
R1972	0	0	0	0	0	0	0	0	0	0	0
R1973	105	2	467	0	10	44	0	48	5	17	168
R1974	12	0	64	0	0	6	0	4	0	2	18
R1975	4	0	158	0	2	11	0	12	0	1	12
R1976	2	0	27	0	0	3	0	5	0	0	4
R1977	2	0	25	0	0	8	0	1	0	0	2
R1978	3	0	61	0	0	23	0	3	1	0	10
R1979	7	0	164	0	1	6	0	3	1	2	25
R1980	1	0	55	0	0	17	0	4	1	1	16
R1981	93	12	464	0	4	33	0	53	15	13	169
R1982	60	1	195	0	1	41	0	23	5	8	100
R1983	22	0	183	0	5	29	0	16	6	7	28
R1984	222	1	1243	1	19	213	0	138	12	98	250
R1985	0	0	6	0	0	0	0	0	0	0	0
R1986	15	0	104	0	1	17	0	16	1	3	25
R1987	19	0	243	0	4	37	0	31	6	3	32
R1988	9	0	125	0	0	5	0	3	0	1	11
R1989	0	0	0	0	0	0	0	0	0	0	0
R1990	4	0	71	0	0	7	0	9	1	0	21
R1991	6	0	53	0	0	5	0	2	0	2	11
R1992	21	1	270	1	0	25	0	14	4	4	39
R1994	0	0	9	0	0	0	0	1	0	0	3
R1995	21	0	182	0	2	29	0	6	2	1	33
R1996	0	0	0	0	0	0	0	0	0	0	0
R1998	1	0	1	0	0	1	0	0	0	0	0
R1999	35	0	205	0	4	26	0	11	4	5	51
R2000	7	0	80	1	0	10	0	5	1	1	11
R2001	43	0	358	0	8	24	1	82	6	13	110
R2002	1	0	11	0	0	2	0	0	0	0	1
R2003	30	0	81	0	0	17	0	5	0	3	17
R2004	13	0	134	0	0	35	1	4	2	1	11
R2005	1	0	8	0	0	2	0	0	0	0	2
R2006	27	0	256	0	3	25	1	28	1	5	49
R2007	1	0	30	0	0	7	0	1	3	1	9
R2008	0	0	0	0	0	0	0	0	0	0	0
R2009	1	0	34	0	0	4	0	1	0	0	5
R2010	0	0	2	0	0	2	0	0	0	0	0
R2011	3	1	14	0	2	0	0	2	1	1	2
R2012	2	0	38	0	0	7	0	3	1	0	22
R2013	44	0	317	0	6	50	0	15	5	13	101
R2014	34	2	128	0	3	16	0	22	0	2	46
R2015	0	0	4	0	0	2	0	0	0	0	0
R2016	6	0	78	0	0	19	0	3	0	1	9
R2017	13	1	154	0	0	20	0	6	3	1	50
R2018	1	0	18	0	0	0	0	3	1	0	3
R2019	10	0	179	0	5	9	0	11	1	7	22
R2020	28	1	100	0	1	11	0	14	0	0	30
R2021	47	0	260	0	3	49	0	40	6	5	77
R2022	2	0	18	0	0	11	0	2	1	1	3
R2023	0	0	21	0	0	0	0	0	0	0	1
R2024	7	1	102	0	1	17	0	7	0	1	18
R2025	29	0	255	0	0	11	0	15	4	8	32
R2026	10	0	149	0	11	6	0	21	4	7	29
R2027	11	2	261	0	0	28	2	23	4	3	40
R2028	0	0	0	0	0	0	0	0	0	0	0
R2029	15	0	166	0	0	15	0	7	1	5	25
R2030	16	0	277	0	3	27	0	9	2	3	186
R2031	10	0	134	1	3	11	0	5	4	5	14
R2032	56	0	318	0	0	30	0	29	4	10	77
R2033	0	0	7	0	0	2	0	1	0	0	6
R2034	10	0	31	0	0	7	0	6	2	1	11
R2035	73	0	375	0	0	6	0	25	1	1	23
R2036	4	0	53	0	0	12	0	3	1	2	11
R2037	0	0	37	0	0	2	0	0	1	1	3
R2038	1	0	4	0	0	0	0	0	0	0	1
R2039	2	0	20	0	0	4	0	2	0	0	6
R2040	2	0	40	0	0	0	0	0	0	0	0
R2041	7	0	93	0	0	4	0	3	1	3	12
R2042	43	0	307	0	5	35	0	16	3	15	57
R2043	2	0	8	0	0	2	0	1	0	1	4
R2044	22	0	118	0	1	14	0	140	6	3	65
R2045	20	0	142	0	1	37	0	4	0	2	18
R2046	0	0	2	0	0	1	0	0	0	0	0
R2047	6	0	65	0	0	6	0	3	1	1	15
R2048	0	0	0	0	0	0	0	0	0	0	0
R2049	13	0	175	0	4	11	0	11	0	4	17
R2050	0	0	0	0	0	0	0	1	0	0	0
R2051	4	0	66	0	0	17	0	3	0	0	39
R2052	0	0	5	0	0	0	0	2	0	1	2
R2053	6	0	134	0	0	5	0	6	5	4	28
R2054	4	0	134	0	2	22	0	7	0	4	15
R2055	75	0	368	1	2	31	0	46	9	18	93
R2056	55	3	378	0	9	32	0	75	15	7	106
R2057	18	0	256	0	2	45	0	24	0	6	38
R2058	16	2	85	0	0	20	0	4	0	1	37
R2059	7	0	45	0	3	9	0	4	0	4	10
R2060	1	0	17	0	0	1	0	3	1	0	6
R2061	4	0	97	0	0	11	0	4	2	6	12
R2062	0	0	0	0	0	0	0	0	0	0	0
R2063	2	0	7	0	0	0	0	1	0	0	2
R2064	8	0	62	0	0	6	0	0	1	0	6
R2065	0	0	0	0	0	0	0	0	0	0	0
R2066	54	0	498	0	9	87	0	37	0	3	63
R2067	0	0	0	0	0	0	0	0	0	0	0
R2068	142	1	661	0	15	112	0	67	14	27	149
R2069	8	0	53	0	2	4	0	3	4	5	15
R2070	1	0	10	0	0	1	0	2	1	1	3
R2071	0	0	12	0	0	5	0	0	0	0	1
R2072	0	0	18	0	1	3	0	3	0	0	2
R2073	1	0	9	1	0	0	0	1	0	0	2
R2074	1	0	20	0	3	2	0	2	2	2	10
R2075	1	0	23	0	0	3	0	1	0	0	3
R2076	10	0	183	1	3	39	0	6	1	4	18
R2077	19	0	570	0	0	27	0	54	5	11	43
R2078	69	0	514	0	6	58	0	62	10	37	101
R2079	0	0	24	0	0	4	0	0	0	0	2
R2080	3	0	36	0	0	12	0	3	0	2	1
R2081	4	0	55	0	0	6	0	3	0	1	13
R2082	0	1	28	0	0	1	0	0	2	0	4
R2083	0	0	0	0	0	1	0	0	0	0	0
R2084	0	0	6	0	0	1	0	0	0	0	0
R2085	50	2	528	2	3	79	0	22	10	10	119
R2086	0	0	0	0	0	0	0	0	0	0	0
R2087	40	0	278	0	2	36	0	29	4	9	76
R2088	0	0	1	0	0	0	0	1	0	0	0
R2089	7	0	26	0	1	1	0	0	4	0	5
R2090	32	1	239	0	7	28	0	9	4	4	59
R2091	8	0	97	0	1	10	0	10	0	2	12
R2092	8	0	102	0	0	11	0	7	0	3	6
R2093	0	0	0	0	0	0	0	0	0	0	0
R2095	2	0	20	0	0	9	0	3	2	1	5
R2096	17	0	222	0	0	38	1	8	2	6	13
R2097	29	0	257	0	3	43	0	27	3	16	30
R2098	24	0	224	0	1	21	0	11	6	6	44
R2099	10	0	179	0	3	16	0	5	3	5	33
R2100	10	0	160	0	3	17	0	15	1	6	24
R2101	8	0	47	0	0	5	0	5	1	1	16
R2102	128	4	694	0	9	66	1	158	34	24	284
R2103	53	1	233	0	3	28	0	23	4	16	67
R2104	16	0	145	0	3	42	0	11	0	6	26
R2105	0	0	171	0	0	1	0	84	0	0	84
R2106	4	1	17	0	0	3	0	5	1	1	5
R2107	1	0	0	0	0	1	0	0	0	0	0
R2108	6	0	18	0	0	3	0	2	2	1	3
R2109	0	0	52	0	0	0	0	0	0	0	0
R2110	34	1	333	1	10	27	0	28	2	14	89
R2111	1	0	285	0	1	1	0	0	0	0	5
R2112	18	0	63	0	2	9	0	11	1	2	24
R2113	0	0	0	0	0	0	0	0	0	0	0
R2114	2	0	132	0	1	25	0	12	0	0	12
R2115	50	1	282	0	3	33	0	5	1	5	64
R2116	7	0	102	0	1	9	0	10	3	1	13
R2117	53	1	277	0	2	33	0	39	0	10	94
R2118	7	1	50	0	1	5	0	3	5	1	40
R2119	5	0	140	0	2	9	0	6	2	4	17
R2120	0	0	11	0	0	8	0	0	0	0	1
R2121	5	0	30	0	0	4	0	0	1	1	6
R2122	0	0	5	0	0	4	0	0	0	0	2
R2123	20	1	217	0	1	58	0	19	7	4	52
R2124	3	0	93	0	0	8	0	8	0	4	6
R2125	34	3	283	0	2	37	0	42	8	4	98
R2126	6	0	15	0	0	2	0	1	0	0	1
R2127	8	0	70	0	0	6	0	3	0	4	26
R2128	1	0	31	0	0	10	0	2	0	0	2
R2129	26	1	244	0	1	19	0	17	2	7	30
