user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Should statements
D0825	26	0	403	1	3	42	0	27	4	10	46
D0611	35	0	241	0	3	44	0	35	3	8	63
D0657	59	0	465	0	13	69	0	27	6	11	141
D0701	10	0	187	0	0	25	0	11	1	6	10
D0805	43	0	345	0	1	63	0	15	3	8	67
D0742	9	0	94	0	0	12	0	15	4	4	31
D0956	19	0	286	0	1	45	0	13	3	5	28
D0579	1	0	32	0	0	4	0	2	1	1	4
D0794	13	0	213	0	3	34	0	18	1	5	27
D0463	56	0	262	0	1	39	0	21	3	4	44
D0948	4	1	52	0	0	7	0	5	3	3	11
D1141	17	0	283	0	5	42	0	26	4	11	41
D0866	0	0	1	0	0	0	0	0	0	0	2
D0567	58	1	590	0	8	71	0	21	5	17	61
D1006	2	0	84	0	2	11	0	1	0	3	8
D0769	6	0	100	0	0	29	0	3	2	3	33
D1124	1	0	17	0	0	0	0	1	0	1	3
D0636	17	0	260	0	0	37	0	17	8	4	26
D0555	18	1	183	0	5	26	0	6	4	5	20
D0740	17	0	223	0	0	46	0	45	1	7	35
D0831	22	0	225	0	2	23	0	22	2	9	48
D0645	13	0	172	0	2	46	0	13	1	16	18
D0490	10	0	102	0	7	13	0	6	1	1	47
D0479	5	0	122	1	1	13	0	18	1	7	18
D1149	24	0	203	0	1	34	0	18	2	5	39
D0551	18	0	351	0	3	40	1	23	3	7	65
D0868	36	0	154	1	4	23	0	11	0	2	70
D0615	11	0	195	0	1	20	0	4	2	5	33
D0933	42	1	310	1	2	51	0	29	1	16	62
D0765	12	0	219	0	1	20	0	8	1	6	28
D1205	62	1	540	1	3	106	0	49	9	34	107
D0915	26	0	99	0	1	18	0	6	2	1	23
D0576	28	1	347	0	4	52	1	29	4	13	83
D0821	5	1	181	0	3	57	0	9	0	4	32
D0935	17	0	334	0	3	23	0	21	5	7	27
D0729	30	1	220	0	1	31	0	20	12	9	51
D0875	24	1	267	0	4	55	0	17	1	9	37
D0923	3	0	38	0	0	4	0	3	1	0	10
D1182	3	0	68	0	2	7	0	6	0	6	14
D0673	36	0	399	0	2	69	0	19	2	9	61
D0946	18	0	192	0	2	42	0	9	0	11	28
D0328	20	0	172	0	2	33	0	13	2	1	30
D0352	0	0	25	0	0	2	0	0	1	0	0
D1183	16	1	175	0	0	30	1	8	7	8	43
D0676	77	0	278	0	1	35	0	28	2	8	59
D1192	2	1	7	0	0	0	0	0	0	0	0
D0720	47	2	608	0	4	59	0	153	6	25	85
D0770	86	4	608	0	8	41	0	57	12	19	200
D0179	15	0	147	0	4	12	0	5	1	3	30
D0895	12	0	95	0	5	15	0	3	2	0	20
D0972	17	0	181	0	1	25	0	13	1	0	55
D0117	146	2	1130	1	13	107	0	123	2	37	292
D1100	11	0	114	0	1	18	0	4	0	5	15
D1094	1	0	12	1	0	2	0	0	0	2	6
D0760	7	0	78	0	1	17	0	15	0	0	17
D0580	23	3	142	0	4	7	0	27	7	0	78
D0628	3	0	28	0	1	7	0	2	0	0	1
D0879	17	0	220	0	0	25	0	13	0	10	37
D0333	24	1	226	0	11	29	0	18	5	8	64
D0883	13	0	130	0	0	6	0	7	3	5	24
D0728	40	0	300	0	3	53	0	32	5	14	52
D0429	19	3	367	0	5	40	0	13	7	3	30
D0608	35	1	233	0	4	49	0	12	7	4	40
D0849	33	0	195	0	3	19	0	19	4	1	34
D1038	130	1	558	0	4	61	0	56	12	42	109
D1110	9	0	95	0	5	18	0	6	1	3	17
D1130	6	0	14	0	0	3	0	2	0	1	4
D0703	24	1	432	0	0	38	0	19	7	13	46
D0793	26	0	159	0	1	19	1	12	1	4	28
D0602	60	1	365	1	5	72	0	43	3	21	86
D0524	10	0	116	0	1	31	0	5	1	3	12
D0500	73	0	438	0	1	42	0	43	4	17	97
D0477	48	1	473	1	10	57	0	36	7	9	72
D0937	13	1	180	0	0	30	0	17	5	12	26
D0798	21	0	271	0	3	22	0	17	5	7	41
D0454	7	1	116	0	1	6	0	23	3	5	27
D0111	78	4	707	0	7	134	0	79	14	26	163
D0846	13	0	128	0	0	7	0	4	0	2	7
D0767	3	0	31	0	0	5	0	4	0	1	16
D1168	5	0	35	0	0	0	0	4	0	0	7
D0510	30	3	343	0	0	37	0	19	9	17	53
D0464	55	0	499	0	9	69	2	31	2	18	99
D1002	8	0	140	0	3	11	0	7	2	7	22
D1039	8	0	61	1	1	7	2	7	1	1	27
D0857	60	1	780	1	6	58	0	47	10	15	87
D1115	1	0	22	0	0	3	0	1	2	3	11
D0690	37	1	331	0	4	46	0	20	5	2	112
D1106	15	0	108	0	1	9	0	9	2	4	19
D0713	11	0	135	0	3	25	0	7	2	3	13
D0243	6	0	84	0	0	7	0	8	1	5	32
D0550	35	0	385	2	2	52	0	41	0	6	55
D0953	45	2	423	0	2	20	0	31	6	5	64
D1206	6	1	58	0	0	17	0	3	1	3	24
D0652	15	0	266	0	4	44	0	9	5	5	65
D1209	28	1	96	0	0	24	0	10	6	6	45
D1167	1	0	5	0	0	1	0	1	1	0	2
D1096	4	0	62	0	0	11	0	1	1	3	4
D0631	31	0	263	0	0	35	0	9	1	7	44
D1114	84	0	498	0	8	53	0	19	0	13	73
D0473	5	0	103	0	0	16	0	7	2	5	16
D0070	138	2	888	0	13	84	0	49	9	21	186
D1051	30	0	580	0	3	94	0	49	17	57	63
D1092	36	2	415	0	4	50	0	28	10	17	89
D0768	36	1	317	0	0	37	0	17	4	17	79
D0730	4	0	58	0	0	13	0	7	0	1	10
D0660	12	0	149	0	1	16	0	25	4	7	63
D0702	28	1	336	0	3	34	0	15	3	7	52
D1157	4	0	29	0	0	9	0	4	0	3	3
D0440	42	0	390	1	23	32	0	21	8	9	81
D0916	0	0	3	0	0	0	0	0	0	0	0
D0529	10	0	186	0	1	16	2	9	1	11	21
D0165	23	0	380	0	10	63	0	23	4	16	89
D0693	16	0	174	0	0	20	0	4	0	3	14
D0816	46	0	538	1	6	44	1	15	1	15	119
D0922	16	1	269	0	1	36	0	6	6	9	68
D0232	32	1	247	0	3	46	0	22	5	7	58
D0792	45	0	317	0	6	52	0	31	5	17	55
D0548	34	0	233	1	3	15	0	12	3	13	101
D0987	35	0	347	0	8	38	0	36	4	15	70
D0643	16	0	102	0	1	24	1	11	1	5	34
D0539	30	0	313	0	10	32	0	12	2	17	78
D0674	21	1	311	0	6	72	0	23	5	7	73
D0843	21	0	192	0	0	26	0	6	0	3	10
D0512	26	1	317	0	1	33	0	18	0	3	60
D0665	41	0	529	0	5	55	0	37	12	34	66
D0686	18	0	151	0	3	23	0	11	2	5	30
D0795	12	1	171	0	0	13	0	14	0	2	32
D1036	0	0	3	0	0	0	0	0	0	0	3
D0655	13	0	109	0	1	13	0	8	0	3	12
D0269	66	2	408	0	4	41	0	30	4	9	82
D1084	16	0	167	1	1	20	0	8	0	2	25
D0522	26	0	232	0	0	20	0	17	3	8	42
D0797	24	1	219	0	5	24	0	23	5	7	34
D0926	36	4	293	0	6	33	0	24	11	5	135
D0283	24	0	357	1	2	50	0	27	4	5	47
D0505	19	0	238	0	0	25	0	4	1	2	70
D0151	7	1	94	0	4	8	1	15	1	5	12
D0966	1	0	0	0	0	0	0	0	0	0	0
D1207	0	0	3	0	0	1	0	0	0	0	0
D0370	10	1	296	0	6	41	0	8	1	22	27
D0856	61	0	462	0	12	48	1	52	4	13	105
D0649	24	1	191	0	0	39	0	24	0	9	41
D0865	25	0	291	1	5	42	0	15	0	8	38
D0841	26	0	162	0	1	22	0	8	3	0	25
D0957	87	3	690	1	6	113	0	42	8	13	176
D0836	11	1	225	0	1	26	0	13	3	9	22
D0484	27	1	479	0	5	28	0	39	3	5	70
D1095	31	0	397	0	3	63	0	16	4	9	69
D0098	29	0	139	0	3	16	0	11	3	4	73
D0877	25	1	180	0	2	27	0	18	0	7	45
D1012	9	0	71	0	1	9	0	1	0	3	15
D1017	15	1	178	0	2	19	0	12	1	7	49
D1008	27	0	319	0	1	58	0	25	4	15	57
D0736	20	0	347	0	4	69	0	24	2	14	55
D0620	0	0	8	0	0	1	0	1	0	0	1
D0614	6	1	109	0	1	16	0	11	1	4	8
D1109	25	0	217	1	2	28	0	13	2	8	54
D0492	8	0	52	0	2	7	0	3	0	1	11
D1154	39	1	247	0	4	39	0	18	5	12	61
D0714	11	0	62	0	0	12	0	4	0	2	9
D0878	1	0	22	0	0	1	0	1	0	0	6
D0697	9	0	108	0	0	32	0	4	1	0	14
D1145	3	2	79	0	0	14	0	3	0	2	13
D0900	1	0	21	0	0	6	0	2	0	2	3
D0931	35	0	271	0	0	36	0	10	3	3	27
D0301	50	2	370	1	6	37	1	42	9	24	53
D1132	0	0	5	0	0	0	0	0	0	0	1
D0452	24	1	275	0	0	52	0	15	6	4	41
D0696	26	0	336	0	5	35	0	31	3	14	48
D0442	7	0	59	0	1	6	0	5	2	3	15
D0782	4	0	21	0	0	7	0	2	0	0	2
D0978	0	0	4	0	0	0	0	0	0	1	0
D0496	15	0	270	0	0	27	0	19	1	5	39
D1055	7	0	188	0	1	14	0	22	0	1	16
D1127	6	0	59	0	3	7	0	7	0	3	14
D1113	23	0	297	0	2	23	0	18	2	11	15
D0759	2	0	6	0	0	0	0	0	0	0	2
D0472	11	0	66	0	1	25	0	11	0	0	34
D1032	33	0	361	1	3	45	0	46	10	12	38
D0195	119	1	873	0	3	112	1	165	15	39	186
D1208	0	0	7	0	0	1	0	1	0	0	0
D0632	12	0	153	0	2	24	0	7	0	7	20
D0467	12	0	132	0	2	16	0	7	1	5	31
D0431	20	0	318	0	4	54	0	13	3	5	26
D0858	10	0	159	0	1	22	0	6	2	6	11
D0624	39	0	429	1	4	54	0	42	2	8	78
D0990	13	0	95	0	1	4	0	514	0	5	20
D0847	11	0	113	0	3	22	0	16	4	5	12
D0497	11	0	251	0	11	9	0	10	0	2	47
D1054	1	0	13	0	0	1	0	2	0	0	4
D1048	34	1	376	0	7	47	0	12	1	13	48
D1042	23	2	242	0	0	20	0	24	6	4	28
D0599	96	0	432	0	2	32	0	30	4	20	83
D0446	27	0	550	2	5	47	0	31	3	24	85
D1007	45	0	310	0	5	31	0	21	1	32	52
D0833	26	1	217	0	4	21	0	15	4	6	57
D1087	11	0	61	0	0	10	0	1	1	1	10
D0801	24	0	290	0	0	46	0	30	3	3	69
D0870	0	0	2	0	0	1	0	0	0	0	0
D0530	17	0	268	0	4	51	0	4	4	17	55
D0995	60	0	418	2	9	31	1	17	6	13	102
D0791	6	1	243	0	2	24	0	21	1	8	37
D1180	24	0	171	1	5	26	0	18	2	5	39
D0672	67	1	352	0	6	61	0	46	7	23	132
D0850	17	0	151	0	3	11	0	13	2	3	39
D0766	39	1	350	0	1	50	0	25	6	13	70
D0985	78	1	381	0	5	68	0	10	7	14	88
D0090	2	0	22	0	1	2	0	0	0	1	3
D0993	9	0	267	0	1	15	0	16	2	12	36
D0695	52	0	254	0	4	64	0	17	8	9	83
D1125	54	0	339	0	2	44	0	34	3	7	74
D1085	11	0	81	0	1	16	0	0	6	6	21
D0641	34	1	305	0	3	47	0	8	5	18	71
D1126	13	0	211	0	2	14	1	24	0	2	32
D1155	1	0	38	0	1	9	0	3	1	1	4
D0844	60	3	510	0	8	47	0	43	8	19	159
D1073	33	2	195	0	1	24	0	22	5	9	48
D0517	21	0	173	0	0	20	0	13	1	1	39
D1089	7	0	78	0	1	7	0	9	1	0	18
D0511	49	0	428	0	4	43	1	29	6	10	51
D0893	7	0	139	0	0	22	0	8	1	4	8
D0871	30	1	660	1	3	86	0	35	9	18	109
D0332	11	0	93	0	2	5	0	8	0	9	9
D0466	46	0	373	0	4	55	0	19	4	29	70
D0040	18	0	360	0	0	45	0	16	0	12	53
D0587	28	3	232	0	4	39	0	28	13	2	51
D0303	64	2	524	0	10	76	0	43	7	33	80
D0882	58	0	631	0	12	40	0	57	6	14	126
D1135	0	0	0	0	0	0	0	0	0	0	0
D0829	24	2	237	0	1	24	0	29	6	7	57
D0969	6	0	48	0	0	3	0	2	2	1	15
D1062	23	0	219	0	0	25	1	17	0	9	35
D0659	6	0	104	0	2	13	0	6	1	4	15
D0890	35	0	531	1	6	82	0	57	5	8	111
D0626	13	0	172	0	3	27	0	20	1	7	28
D0986	6	0	69	0	0	10	0	4	0	0	14
D0541	93	0	385	0	6	55	0	35	2	5	104
D0744	39	1	661	1	5	85	0	79	8	19	131
D1037	13	1	211	0	0	30	0	14	3	8	20
D0716	18	0	93	0	0	22	4	7	2	2	27
D1061	4	0	27	0	0	1	0	3	0	1	15
D0979	18	1	248	0	1	35	0	32	2	8	52
D1169	1	0	11	0	0	1	0	0	0	0	3
D0562	12	0	133	0	0	17	0	6	0	3	14
D1177	16	1	175	0	1	21	0	14	4	5	40
D0807	48	0	281	0	1	63	0	16	4	8	91
D0447	1	0	6	0	0	0	0	0	1	0	0
D1043	1	0	41	1	0	2	0	9	2	2	4
D0506	65	0	444	1	2	61	0	29	0	17	81
D0161	12	0	179	0	5	19	0	7	2	6	21
D0462	13	0	101	0	2	15	0	13	4	2	16
D0724	38	0	274	0	4	25	1	18	4	16	75
D0737	7	0	177	1	2	45	0	2	2	11	23
D0141	13	0	170	0	1	22	0	10	2	3	40
D0738	27	2	330	0	1	39	0	22	2	10	55
D0873	2	0	57	0	1	8	0	5	0	1	6
D0954	10	0	111	1	0	11	0	13	1	3	14
D0828	21	0	295	0	2	34	0	17	5	6	52
D0750	14	0	188	1	2	22	0	21	1	2	21
D0441	2	0	33	0	0	4	0	0	0	1	5
D0756	2	0	15	0	0	3	0	2	0	0	4
D0997	23	0	266	0	1	59	3	28	1	14	66
D0664	14	0	248	0	1	40	0	36	1	4	101
D0491	13	0	286	0	3	37	0	30	1	9	107
D1156	49	0	331	1	6	32	1	36	6	19	71
D0558	69	3	526	4	16	74	2	39	9	23	169
D0556	40	1	436	1	9	56	0	36	5	12	76
D1078	8	0	197	0	4	12	0	20	1	8	31
D0780	13	1	308	0	2	32	0	10	3	2	20
D0638	22	0	289	0	0	19	1	9	3	5	42
D1029	1	0	9	0	0	2	0	0	0	0	4
D0722	33	0	259	0	2	32	1	18	4	8	89
D0784	6	0	77	0	0	6	0	7	2	4	9
D0861	48	0	195	0	1	32	0	10	0	9	34
D0970	17	0	120	0	2	13	0	6	2	6	15
D0848	54	1	520	4	6	30	0	31	9	13	181
D0867	13	1	333	0	1	56	1	12	2	11	24
D0625	2	0	116	0	0	20	0	22	0	2	11
D0444	4	0	23	0	0	4	0	4	1	2	4
D0897	10	0	170	0	0	25	0	15	0	4	27
D1200	16	0	175	0	2	17	0	5	3	6	25
D0921	19	0	132	0	2	21	0	12	1	1	27
D0591	81	0	423	0	9	43	0	41	14	20	99
D0596	33	0	400	0	5	54	0	25	3	9	81
D0719	14	0	170	0	8	31	0	1	0	6	18
D1161	88	2	437	0	12	32	1	44	3	32	117
D0569	12	0	119	0	0	6	0	2	0	2	8
D1134	17	1	310	0	2	37	0	28	5	11	52
D0774	7	0	93	0	0	10	0	4	0	3	15
D1000	1	0	13	0	1	1	0	2	0	0	6
D1057	16	1	147	1	2	7	0	10	1	8	41
D1010	21	0	213	0	1	22	0	22	4	3	32
D1035	15	0	91	0	2	9	0	5	2	6	20
D0593	88	0	696	0	3	66	1	67	5	8	64
D0264	68	2	407	1	3	66	0	21	2	12	86
D0203	3	0	16	0	2	1	0	5	0	1	12
D0393	24	0	127	0	1	19	0	12	1	6	29
D0406	0	0	0	0	0	0	0	0	0	0	0
D0363	4	0	52	0	0	2	0	3	2	2	5
D0080	50	2	564	0	8	51	0	37	11	15	146
D0244	36	0	391	0	4	24	0	32	3	14	91
D0186	1	0	43	0	3	3	0	2	0	1	6
D0334	8	0	19	0	0	2	0	2	0	1	7
D0067	26	0	329	1	6	45	0	17	2	19	58
D0318	66	1	540	1	6	34	2	48	11	24	206
D0424	1	0	9	0	0	0	0	1	0	1	0
D0089	10	0	90	0	0	15	0	11	1	1	18
D0077	64	0	526	1	7	53	0	27	2	21	112
D0004	10	0	164	0	0	14	0	21	1	3	31
D0030	49	1	360	0	6	50	0	22	3	22	74
D0355	39	1	462	0	1	49	0	13	1	9	71
D0230	49	1	578	1	6	49	0	94	9	12	113
D0127	68	5	430	0	2	42	2	58	10	23	132
D0242	53	1	306	0	3	45	0	17	1	25	86
D0028	22	0	142	0	0	4	0	16	1	4	45
D0062	62	0	610	1	6	76	0	24	6	9	135
D0224	94	1	543	1	10	52	0	34	5	12	100
D0137	23	0	98	0	2	15	0	8	1	3	30
D0420	0	0	4	0	0	0	0	0	0	0	0
D0108	17	0	188	0	2	14	0	39	2	8	39
D0249	83	0	375	0	8	33	0	25	3	7	104
D0026	116	0	847	0	20	53	2	176	14	35	240
D0331	4	0	62	0	0	12	0	8	1	4	13
D0086	36	1	249	0	8	38	0	29	0	4	38
D0119	5	0	42	0	0	4	0	1	1	2	12
D0052	0	0	13	0	0	0	0	0	0	1	2
D0064	53	1	350	0	1	59	0	13	6	7	112
D0167	10	0	102	0	0	14	0	3	0	6	21
D0061	86	1	801	0	18	70	1	49	4	26	252
D0056	59	1	447	0	2	56	1	24	5	23	99
D0347	28	1	181	0	3	14	0	24	11	9	48
D0351	2	1	71	0	0	18	0	7	3	4	13
D0123	10	1	219	0	2	38	0	10	1	5	18
D0368	38	0	369	0	9	40	0	37	3	14	51
D0317	10	0	136	0	0	15	0	12	1	6	26
D0291	18	3	656	0	0	54	0	58	7	26	101
D0324	30	1	261	0	2	25	0	31	6	12	43
D0373	28	1	210	0	3	25	0	18	1	13	38
D0214	28	0	281	0	5	21	0	21	4	9	79
D0002	24	1	326	0	6	39	1	15	8	8	70
D0432	1	0	2	0	0	0	0	1	0	0	0
D0336	66	0	349	0	4	39	0	21	5	1	89
D0225	44	0	297	0	4	43	0	15	2	12	65
D0374	17	0	203	0	2	20	0	14	4	9	39
D0188	1	0	11	0	0	0	0	3	0	0	2
D0143	28	0	403	0	1	65	0	26	4	8	45
D0416	59	0	44	0	2	104	0	59	1	2	120
D0361	24	1	198	0	8	26	1	12	3	8	50
D0298	58	0	468	0	6	55	0	66	5	13	107
D0430	54	0	375	2	3	45	1	26	1	17	65
D0039	12	1	211	0	8	44	0	11	0	7	25
D0173	5	0	45	0	3	9	0	0	0	2	8
D0091	85	0	349	0	5	39	0	20	2	14	78
D0222	25	0	495	0	5	39	1	50	10	13	71
D0008	12	0	170	0	5	21	0	17	2	9	45
D0036	43	0	302	0	14	31	0	15	4	15	82
D0126	39	0	197	0	2	31	0	19	4	7	66
D0281	11	0	108	0	0	24	0	3	1	9	14
D0287	9	0	75	0	0	10	0	1	0	0	11
D0405	0	0	2	0	0	0	0	0	0	0	1
D0288	40	1	326	0	2	30	0	41	6	8	61
D0190	31	0	187	1	1	22	0	23	0	6	25
D0079	3	0	39	1	0	7	0	3	0	4	6
D0217	108	1	621	0	13	86	0	51	7	35	132
D0166	65	0	390	1	10	40	1	16	3	29	127
D0154	62	2	408	0	5	57	0	26	8	7	77
D0043	24	1	213	2	2	20	0	7	2	12	50
D0426	0	0	2	0	0	1	0	0	0	0	0
D0227	31	0	251	0	1	21	0	18	4	7	56
D0297	40	0	334	0	11	46	0	27	10	18	133
D0296	104	2	825	0	16	55	3	178	16	31	200
D0257	28	0	295	0	4	25	0	10	2	11	39
D0022	37	3	365	0	3	28	1	36	5	25	55
D0384	8	0	70	0	1	13	0	7	0	5	19
D0423	0	0	6	0	0	1	0	0	0	1	1
D0042	49	0	328	0	3	39	0	15	2	8	74
D0193	10	1	147	0	0	29	0	19	1	1	38
D0346	8	0	152	0	2	21	0	5	0	4	28
D0226	7	0	42	0	2	8	0	7	3	1	9
D0397	4	0	70	0	0	8	1	1	2	2	9
D0097	44	0	418	0	0	55	0	24	6	14	63
D0063	23	0	231	0	1	10	0	23	2	10	31
D0279	67	1	316	0	9	26	2	88	7	13	101
D0015	43	1	181	0	6	31	0	16	6	8	70
D0234	43	0	247	0	4	35	0	23	0	10	76
D0319	6	0	46	0	0	9	0	5	0	1	12
D0168	41	1	213	0	1	28	1	7	3	5	55
D0149	13	0	189	0	1	46	0	16	4	4	23
D0057	13	1	218	0	2	25	1	17	1	5	31
D0421	0	0	0	0	0	1	0	0	0	0	0
D0389	29	0	288	0	0	34	1	20	5	12	78
D0247	66	1	343	0	4	50	1	24	6	20	125
D0176	9	0	152	0	1	22	0	9	2	4	15
D0037	16	1	368	0	4	53	1	20	1	9	30
D0275	29	0	215	0	1	16	0	17	2	9	35
D0381	45	0	608	2	6	64	0	31	2	26	94
D0130	8	0	130	1	1	10	0	17	4	3	14
D0433	2	0	31	0	0	4	0	5	1	2	8
D0038	10	0	257	0	0	12	0	4	0	18	31
D0311	29	0	162	0	0	28	0	9	1	3	38
D0266	10	0	153	0	1	19	0	13	0	5	23
D0031	3	0	20	0	3	4	0	2	0	0	4
D0307	21	1	157	1	0	15	0	12	2	11	45
D0140	38	1	551	0	5	65	0	13	3	62	77
D0046	17	0	359	1	2	39	1	17	2	12	20
D0228	71	5	662	0	5	52	1	37	8	26	186
D0041	33	1	357	0	5	50	0	36	3	15	57
D0354	6	2	77	1	1	10	1	3	2	0	19
D0326	34	1	302	0	3	33	0	33	3	11	30
D0157	12	1	118	0	0	19	1	4	1	3	9
D0150	95	2	841	1	2	32	2	138	21	53	189
D0403	9	1	38	0	0	9	0	0	0	2	8
D0390	2	0	21	0	0	3	0	1	0	2	7
D0300	9	1	60	0	1	9	1	2	2	1	8
D0198	23	0	318	0	3	38	0	27	4	9	44
D0144	18	0	378	3	2	39	0	26	3	14	63
D0211	47	0	333	0	3	35	0	16	2	25	50
D0372	92	0	38	0	0	20	0	4	1	0	9
D0380	0	0	8	0	0	3	0	1	0	0	2
D0184	1	0	30	0	0	2	0	1	0	0	2
D0017	0	0	1	0	0	1	0	0	0	0	1
D0005	18	0	210	0	3	27	0	25	6	11	29
D0055	36	0	404	0	8	61	1	30	4	9	59
D0065	15	0	88	0	1	12	0	6	0	9	23
D0058	53	1	239	0	3	23	0	29	6	13	57
D0402	0	0	4	0	0	0	0	1	1	0	1
D0241	13	0	175	0	1	31	1	16	1	5	23
D0398	48	4	447	0	1	50	0	38	5	11	62
D0223	13	0	73	0	1	12	0	6	3	7	25
D0100	29	1	315	1	1	34	0	16	4	12	39
D0409	2	0	7	0	0	2	0	4	0	0	0
D0285	51	1	575	0	7	47	2	45	9	24	98
D0366	9	0	28	0	0	7	0	3	0	1	9
D0175	2	0	98	0	0	12	0	3	0	8	9
D0155	16	1	200	0	1	31	0	15	2	9	43
D0136	13	0	212	0	3	13	0	12	1	10	28
D0001	47	0	352	0	7	47	0	27	3	6	88
D0134	90	5	639	1	8	146	0	40	14	13	123
D0353	12	1	139	0	5	13	0	21	3	6	35
D0272	49	2	414	0	9	64	0	74	11	9	113
D0182	23	1	151	0	3	7	0	8	0	2	31
D0325	30	1	404	0	3	94	1	20	2	16	92
D0183	4	0	73	0	0	2	0	1	1	2	8
D0391	28	2	352	0	1	55	0	9	5	49	82
D0362	15	0	268	0	2	40	0	16	3	12	35
D0133	9	0	121	0	2	27	0	7	2	2	25
D0049	25	0	176	1	3	17	0	6	3	17	45
D0051	24	0	263	0	0	43	0	22	3	5	45
D0160	25	0	169	0	0	9	0	6	2	7	41
D0422	0	0	1	0	0	0	0	0	0	0	1
D0320	14	0	97	0	0	24	0	8	0	8	13
D0201	81	1	596	1	10	65	1	38	7	21	96
D0159	15	2	256	0	3	43	0	17	2	6	31
D0330	20	0	152	0	4	14	0	15	2	6	37
D0382	71	2	440	0	16	33	2	71	11	10	94
D0358	17	0	138	0	0	12	0	4	0	5	32
D0085	4	0	119	1	0	11	0	7	0	4	13
D0059	15	0	105	0	1	15	0	5	3	6	31
D0177	16	0	194	0	6	28	0	11	2	24	29
D0348	16	2	212	0	2	12	0	5	5	10	58
D0315	2	0	9	0	0	1	0	0	0	0	3
D0011	21	0	124	0	0	20	0	3	2	4	36
D0050	24	1	169	0	5	11	0	17	4	2	32
D0312	32	1	270	0	6	24	0	40	7	15	53
D0341	157	5	533	0	5	75	2	33	9	25	157
D0092	25	1	423	0	1	40	0	23	2	11	44
D0376	6	0	34	0	0	6	0	1	0	0	12
D0408	11	0	78	0	6	15	0	11	0	1	24
D0145	115	4	303	0	4	30	0	27	17	22	126
D0178	97	1	483	0	11	101	0	53	2	19	95
D0084	24	0	259	0	2	44	0	13	3	7	50
D0003	98	2	451	0	9	52	0	43	17	17	174
D0009	42	0	418	1	5	68	0	48	4	8	120
D0120	32	0	257	0	3	40	0	22	5	13	63
D0337	0	0	1	0	0	0	0	0	0	0	0
D0305	3	0	39	0	2	4	0	3	0	0	7
D0282	12	0	101	1	0	5	0	10	2	2	30
D0194	110	0	445	1	9	20	0	84	14	9	135
D0246	9	0	114	0	0	26	0	6	3	6	9
D0417	3	0	37	0	0	7	0	9	2	0	14
D0292	26	0	153	0	0	25	0	21	0	2	58
D0299	4	0	5	0	0	0	0	0	0	0	3
D0302	25	0	279	0	4	31	0	29	13	7	69
D0010	35	2	438	0	3	56	0	50	6	16	56
D0112	59	1	467	0	7	60	0	25	3	16	117
D0048	18	0	267	0	2	34	0	19	5	6	58
D0075	4	0	84	0	0	12	0	2	0	3	13
D0277	32	0	380	0	8	58	0	25	2	23	115
D0071	107	0	433	0	7	31	0	17	11	8	83
D0172	10	0	136	0	1	17	0	6	3	2	27
D0278	14	0	174	0	1	15	0	8	1	4	26
D0113	48	1	396	0	11	60	0	41	7	10	75
D0310	39	5	374	0	6	36	0	52	22	20	83
D0261	18	1	284	0	0	39	0	20	4	20	52
D0135	24	0	273	0	4	36	0	24	3	8	109
D0083	15	2	164	0	2	22	0	16	2	5	68
D0400	0	0	1	0	0	1	0	0	0	0	0
D0410	9	0	94	0	2	18	0	9	1	2	9
D0047	40	2	322	0	2	48	0	27	11	10	56
D0207	72	0	497	0	5	53	0	55	4	15	103
D0309	7	0	61	1	4	4	0	6	1	10	28
D0142	9	1	102	0	1	9	0	6	2	2	20
D0073	30	0	296	0	3	21	0	29	3	4	26
D0364	0	0	5	0	0	0	0	1	0	0	2
D0215	90	2	368	0	6	35	0	76	7	15	99
D0044	38	0	280	0	2	50	0	26	3	7	70
D0262	34	1	308	0	5	49	0	29	6	13	61
D0210	58	1	434	1	4	30	0	54	4	30	98
D0343	3	0	46	0	0	4	0	2	1	1	6
D0344	2	0	28	0	0	11	0	4	1	0	2
D0254	25	0	443	0	3	58	0	49	8	16	73
D0327	6	0	115	0	2	8	0	9	1	2	9
D0169	9	1	65	0	1	9	0	3	1	2	18
D0413	2	0	8	0	0	1	0	1	0	1	5
D0263	18	0	397	1	4	45	0	31	3	10	63
D0276	21	0	241	0	5	23	0	21	3	7	48
D0014	12	0	266	0	0	46	0	41	2	11	29
D0202	28	0	549	1	10	83	0	12	6	15	82
D0365	34	1	541	0	3	71	0	43	11	22	93
D0286	17	0	193	0	0	18	0	12	2	8	30
D0304	10	0	87	0	2	13	0	13	0	4	32
D0360	9	0	69	0	4	15	0	8	1	5	15
D0321	22	0	75	0	3	4	0	35	4	2	30
D0273	53	0	629	0	1	289	0	58	6	22	95
D0199	26	0	273	1	3	12	0	34	5	9	31
D0233	13	0	329	0	2	31	0	18	3	13	61
D0339	8	0	63	0	0	5	1	2	0	1	9
D0280	26	0	287	1	13	15	0	18	2	11	58
D0029	32	1	434	2	4	62	0	34	3	12	53
D0290	29	0	416	1	1	43	0	16	1	6	62
D0293	59	1	568	0	11	32	0	49	6	9	165
D0338	8	0	238	0	0	12	0	7	1	11	31
D0069	85	2	541	0	6	35	0	53	6	16	222
D0236	34	1	413	1	6	55	0	20	2	7	79
